,Unnamed: 0,comment
2457,2457,"AYAHNYA NADA,JANGAN KAN MANFAATIN OM DEDY,MANFAATIN ANAKNYA AJA DIA GAK MAU,DIA GA MERASA LEMAH,DIKIT2 MINTA ANAK....  KEREN SIHH NIH 2 BAPACK2 INI"
2458,2458,"Nagis rek lihat nya,alhamdulillah ayah nada ud sehat.musisi ya ayah nada."
2459,2459,Masya Allah
2460,2460,Kalau di bikin film kayanya seru ya cerita tentang klg om ded
2461,2461,"Dear Nada
Aku juga begitu malu buat cium ayahku di umur 15 tahun. Tapi saat  dia tiada, aku merindukan momen untuk mencium dan memeluknya. 
Ciuman terakhirku untuknya 1 hari sebelum beliau berpulang meninggalkan kami semua sambil ngomong ""Doain bapak ya nak"". Karena di hari dia berpulang, aku dipanggil dari sekolah untuk pulang ke rumah 'menyiapkan'  pakaiannya  karena kondisinya sudah kritis. 

Love you Pak."
2462,2462,"minta doanya kaka abang semua, untuk istri saya yg sedang hamil besar minta disehat kan dan dilancaarkan semua urusan nya, semoga doa baiknya kembali kekalian ❤"
2463,2463,Luarbiasa om ded
2464,2464,Alhamdulillah....semoga ayah nada selalu di beri kesehatan....
2465,2465,Maaff mau tnya. Ibu nya nada masih ada kah ?
2466,2466,Part Om Ded ladidaladida gw ngakak 😂
2467,2467,"Org tua yg bener , kawan yg bener.. kaya gini"
2468,2468,mukanya ayah nada kok kaya matdicx ya yg dulu pernah plek ketiplek itu
2469,2469,OMGGG 😢😢😢😢
2470,2470,"Nangis bahagia lihat ini, tanpa merendahkan dan membanggakan diri sendiri. Sedangkan kita tahu.
Hebat banget Om Dedi Corbuzier"
2471,2471,Dengerin podcast ini kayak dengerin kehangatan 2 Keluarga ngobrol❤
2472,2472,"pak RW, koplak elu ya 😂😂😂😂"
2473,2473,Nada harus terus bersyukur di keliling org -org baik (keluarga) jadi anak berbakti ya..❤
2474,2474,Revand narya om ded 😢😢 banyak pelajaran buat kaum suami
2475,2475,"Alhamdulillahhirobbilalamin 
Semoga sehat terus ya pak ben 🙏"
2476,2476,2 orang tua yang membahagiakan anak perempuannya salute 🫡
2477,2477,"Nada cantik banget woii...
.
."
2478,2478,"Kayanya Nada udah siap bgt nih,  Dedy keliatan bgt mau orbitin nih anak perasaan di pushh terus dari kemaren2... Sukses terus Nada❤"
2479,2479,Nada Mirip sekali dg bang bheben
2480,2480,Sedih bnget. Nada ttp bersyukur yah kamu masih bisa bhagiain orang tua.. jujur aku dah terlambat sih. Dah ngga bisa lagi. Jadi kangen bapakku juga.
2481,2481,wooow anugerah Tuhan ya mas Ded.bisa seperti ini saja sdh luar biasa
2482,2482,"Oh gini ceritanya,,, jadi ayah nada kenal ma om dad, karena dulu mikir ko bisa angkat nada jadi anak nya,, 👍👍 34:18 bener org tua dulu,,, emang ngajarin keras, dulu bolos sekolah di iket pake tambang sekujur Badan di taro di luar rumah mlm2 pintu di kunci,dan gede nya nurut"
2483,2483,Terharu liat ny
2484,2484,Semoga zehat selalu semuanya aamiin
2485,2485,Dua laki laki yang tau apa yang harus mereka lakukan 🥹
2486,2486,Anak adalah titipan tuhan siapapun yg melahirkan belum tentu dititipi bisa saja dititipkan sama orang yg tdk melahirkannya krn anak itu titipan
2487,2487,"saya pikir deddy corbuzier sengaja bikin ini, di SAAT ada kisruh tentang orang terjepit meminta donasi. bagaimana itu moral, adab, dan bagaimana sikap anda jika di beri bantuan. dan itulah yang PODCAST ajarankan kali ini, si Bheben juga mengajarkan bahwa manusia tidak patut mempunyai mental ""PENGEMIS"". saya juga salut ketika dia ketipu 23 juta dan dia cuman diem karena itu merasa masalah dia bukan masalah orang lain, walaupun kita tahu jika ia lapor dedy corbuzier, deddy pasti ngejar orang itu penipu dengan Privillege yang di miliki dedy corvuzier."
2488,2488,Seharusnya memang seorang ayah adalah cinta pertama bagi anak perempuannya
2489,2489,Nada beruntung punya Dua ayah yg bijak punya kakak yg sll jga nada
2490,2490,"Sehat² yaa orang² baik.. ❤
Semoga jd anak sholeha Nada,, dijagain orang² terdekat dg berbagai bakat dan full kasih sayang 😊"
2491,2491,🥰🥰🥰
2492,2492,AGUS JANGAN LIAT INI
2493,2493,Liatnya sambil senyum-senyum❤❤
2494,2494,"EPIC BANGET PAS OM DED IKUT NYANYI LOVE OF MY LIFE, THANK YOU SO MUCH❤❤❤"
2495,2495,"Ayah Nada sekarang Sudah kelihatan Segar Dan gemuk.
Dulu kurus banget. 
Semoga selalu Sehat walafiat, Dan Semua penyakitnya segera di angkat. 
Amin🙏"
2496,2496,Luar Biasa Om dedy
2497,2497,Seneng liat bondingnya Nada dengan Papa dan Ayahnya yg touching banget 😍🥺
2498,2498,Buat acara nada duet sama ayahnya om ded biar dapet cemestry buat ayah beben
2499,2499,nada cakep banget woeeeeeeee
2500,2500,Ini obrolan happy tapi knp aku ngerasa nyesek terharu gt yaa... 😂😢 hihi seneng banget liat kalian...❤ sehat selalu....
2501,2501,Masih tanya kenapa ayah duduk di teras kalo malem sendirian sambil bengong kenapa ?
2502,2502,Baca judul aja udah nangis 😭😭
2503,2503,nada mirip bgt ma ayah ny
2504,2504,"orang baik ketemu orang baik
om ded : pingin menolong ayah nada
ayah nada : segan menyusahi orang lain"
2505,2505,Indahnya kebersamaan...semangat Nada happy selalu sehat2 buat Daddynya Nada jg klrga Nada smua..makasih Master Ded....
2506,2506,"Loh????
Beliau T-Five?"
2507,2507,nada makin luchuuuuuu
2508,2508,"Podcast nya banyak ketawa nya tapi kok aku malah keluar air mata ini ya..
Sehat selalu Mas Dedy Corbuzier 
Definisi memberi kebaikan di orang yang tepat 
Sukses buat Nada gadis pintar & baik hati 
Ayah Nada semoga sehat selalu  
Aaamiin 🤲🏻"
2509,2509,Beruntungnya Nada dikelilingi banyak security❤
2510,2510,"Ayah nada orangnya gk enakan, tau diri, gk suka nyusahin orang mantapp bangettt pantes nada mannernya baguss pol"
2511,2511,ya ini yang seharusnya kwkw kalo di bantu itu punya rasa gaenakan beda sama agus 😂
2512,2512,"om, kayaknya ada yg salah sama mixer sound nya deh, soalnya ada bunyi yg gak nyaman didenger"
2513,2513,"kereennnnnn, kedua org tua yg hebat  (sy melihat dari sisi laki2) om dedy dan ayah nada ,... keren"
2514,2514,Syukur banget punya 2 ayah ama Ada abg❤
2515,2515,"How lucky u are nada ❤❤ jaga diri baik” yaa..
Btw pinjem bokapnya 1 boleh ga ? 🫴🏻 gw 21 tahun yatim kangen banget bokap hmmmm"
2516,2516,"Nada sayang bgt sm ayah nya , saking sayang nya nada sll worry ketika ayah nya pergih kemana mana ❤❤ sehat sll ayah nada , sehat sll jg bapak ku ❤❤"
2517,2517,"Guyss serius nanya di umur 24 gini kalok mau ngelanjutin cita cita olahraga caranya gimana ya apakah kita harus ikut club atau gimana?? Mohon pencerahannya sapa tau ada yang bisa ngasih pencerahan karna saya bukan dari keluarga berada 
Makasih yang udah bantu jawab yaa🙏🙏"
2518,2518,"Kok gini sihhh..
😢😢😢
Padahal cuman ngobrol biasa.
Tapi kok😢"
2519,2519,Kan bisa di jaga sama ibuknya
2520,2520,I love deddy comb
2521,2521,keren....  sehat semua 🤗
2522,2522,"Nada,ayah dan papa nya semua orang baik...yang dibantu tahu diri...yang membantu juga tidak merendahkan...Nada anak yang berbakti pada orang tua baik kandung maupun angkat...keren!!!"
2523,2523,kek nya seru nih kalo mas beben di ajak ke podhub sama nada & azka...bisa kali
2524,2524,"Band T_five masih ada gk sih...
Pas q masih bocah dulu..."
2525,2525,Ini kok mengandung bawang yaa ??
2526,2526,Beben T five? anak artis kah nada?
2527,2527,Nada disayang dan diprotect dgn 3 laki-laki❤
2528,2528,Ayah yang keren.....Nada beruntung ada di lingkungan orang-orang baik
2529,2529,wkwkwk masak sekarang salah om? semalem anakku baru dikurung d kmar mandi wkwkw ... anak 2 pernah merasakan semua wkwk
2530,2530,Jadi inget drama nya ksh dan kjw queen of tears ga sihhh ges.... Semoga ayah nada bisa sembuh juga kayak yg ada di drama yahhhhh wkwkk
2531,2531,Selamat hari disabilitas internasional ☺️
2532,2532,Aku merasa ada air mata yg tertahan😢
2533,2533,🥺🥺🥺 kok terharu ya beruntung Nadaa banyak yg sayang kamuu ❤❤
2534,2534,"SUMPAH ENAK BANGET JADI NADA.. BUKAN KARENA DI ANGKAT SAMA BANG DEDY YANG KAYA RAYA.. TAPI KEBANYAKAN ORANG TUA ANGKAT ITU TIDAK MAU MEMBERITAHUKAN SIAPA ORANG TUA KANDUNG YANG SEBENARNYA DAN JUGA BAHKAN TIDAK MENGIZINKAN BERTEMU DENGAN ORANG TUA KANDUNG.. BEGINILAH SEHARUSNYA ORANG TUA ANGKAT YANG BENER SEPERTI BANG DEDY INI.. KARENA MENGANGKAT ANAK BUKAN BERARTI MEMISAHKAN SANG ANAK DENGAN ORANG TUA KANDUNG NYA DAN ASAL USUL DIRI NYA YANG SEBENARNYA.. 
SALUT BANG UNTUK BANG DEDY.. 
👍👍👍👍👍"
2535,2535,"nada mirip sama ka sab yaa makin lama, krn sering bareng kali yaaa😅"
2536,2536,"Nada sama ayahnya mirip bnget. Bapaknya hebat sih nga mau jd benalu nga manfaatin sakitnya untuk belas kasihan orang lain👍. Untuk ayahnya nada nga masalah kasi kesempatan orang lain membantu, biar orang lain jg punya kesempatan untuk mencari pahala untuk membantu orang lain, apa lagi anak ke ayahnya ❤"
2537,2537,"Antara tau diri
Dan tidak tau diri 


Agus sih sedih😂"
2538,2538,Malaikat yg terlihat nyata....di bumi.....
2539,2539,"Mas Dedy bagus banget cara mendidik nada, dan Aska hebat ngejagain adiknya salut ak"
2540,2540,"Ada vidi pecah sihh ini
Sehat sehat semua amin"
2541,2541,Siapa yg naro wawa di sini 😿😿😿 syedihhh
2542,2542,Ya allah kemana hamba harus mengadu lagi?? Hamba capee ya allah😭😭😭hamba takut ya allah..😭😭🙏🏻
2543,2543,akan kah nada dijodohkan sama aska?
2544,2544,Alhmdulilah suka bngt dng klrga nya nada tau diri dn trimksh dng omdedi dn salut bngt dng aska dn ka sbrinah  ❤❤❤
2545,2545,2 ORNG TUA YG KEREN
2546,2546,Akhir nya sy tau 😊
2547,2547,"Gini yang aq tunggu,,
Next, mama ee Om Ded dong"
2548,2548,Bangga dan terharu lihat Nada diantara ayah dan papa. Dua orang hebat yg sama2 menyayangi Nada.
2549,2549,"Kok aku nangis ya liat podcast ini😢,"
2550,2550,"Ni podcast kurang ajar, bikin aku nangis ga berhentii 😭😭😭"
2551,2551,Om Ded gmn tanggepannya terhadap Gus yg bilang Gob**k tukang Air/Es Teh Om?
2552,2552,"Ga semua anak seberuntung Nada, makanya Nada harus sngat bersyukur"
2553,2553,Putihhh bgt nada
2554,2554,"Saya turut bahagia,mlihat om ded,Nada dan ayahnya tersenyum bahagia,berkumpul dlm suasana yg hangat dan penuh sukacita.Jujur saya mlihat perhatian, kasih sayang yg besar om Dedy kpd nada.Dan sy msh ingat,saat nada tampil bersama ibunya,di acaranya hitamputih om ded,di situlah nada kmdn di ambil dan di asuh oleh om ded,hingga susia sekarang❤❤❤❤"
2555,2555,"Om ded the best,udah itu aja"
2556,2556,Om ded lucu bangat waktu nyayi😅😅😅
2557,2557,"luckly you nada,ketemu dg om dedy yg bisa support dan di fasilitasi di kehidupan dan pendidikannya hingga bisa dititik ini..sehat terus om ben,tp kasian juga jadi kangen2an sama anaknya sendiri..."
2558,2558,Hadir om Dedy dari jambi
2559,2559,Konten  bareng mutant mana nih?
2560,2560,Semangat trus om Dedy ngonten nya
2561,2561,duh sedih
2562,2562,"Yang bantu bijaksana, yang dibantu tahu diri (klop) kebaikan"
2563,2563,"Berarti nadanya harus lebih peka , di jatah tiap bulan buat bantu ayah. Ayah mu hebat sejauh ini berhasil melawati semuanya tanpa meminta bantuan."
2564,2564,MasyaAllah aku terharu bgt😢😢😢❤❤
2565,2565,Bahagianya sampai sini😭♥️
2566,2566,"mbak Nada paket lengkap kalo punya ayah & papa saling ngisi..
dan pastinya doa seorang ibu juga selalu mengiringi tujuan kita.."
2567,2567,Malu karena bang dedy. Terlalu baik. Sehingga Ayah nya Nada. Sungkan bnget
2568,2568,Nada harus bersyukur.. Ada dua ayah dan dua bunda.. Dan kakak  yg selalu siap menjaga mu..
2569,2569,"Membawa kebahagian nontonnya ,terima kasih"
2570,2570,"Baru tau, Nada anak kandungnya salah satu personil T five.
sehat slalu Om Bheben"
2571,2571,udah dibalikin berarti si nada?
2572,2572,Smga ayah nada makin sehat...seneng liat keakraban mereka...
2573,2573,apa lagu T-Five yang paling kalian suka?
2574,2574,Terima kasih om ded... aku yakin banyak orang didunia ini seperti om ded... tontonan ini sangat menyentuh hati... semoga allah membalas kebaikan mu
2575,2575,Yang bawain acara ketawa2 kok air mata ku tiba2 ngalir sendiri dalem banget rasanya dalam hati rasa cinta ke 2 orang ini ke nada
2576,2576,"Semoga ayah nya nada diberikan kesembuhan,, ayah yg luar biasa...nada anak yg beruntung karena punya ayah dan papa yg hebat❤"
2577,2577,Ayah nya nada tinggal sama nada aja bareng om dedi
2578,2578,So sweet banget kalian ber 3 ❤❤❤
2579,2579,Seperti aku waktu tahun 2016 suami fiponis dokter tumor waktu itu aku baru melahirkan dengan secara cesar dan coba kalian banyangin baru lahir an suami divonis tumor. Alhamdulillah sampai detik ini suamiku sehat wal'afiat sekarang aku divonis dokter ginjal hipertensi aku minta doanya ya dari kalian semoga aku kuat untuk menjalani ujian dan masih diberi kes mpatan untuk mengurus keluarga kecil ku dan masih bisa mengurus kedua anakku🙏
2580,2580,"Penyakit ayah nada sama dengan penyakit suami saya, dia kena tumor otak, di oprasi tp cuma bisa 80% di ambil sisa nya 20. Kalau semua di ambil mungkin akan fatal. 
Jadi saya faham betul jika suka ingat ingat lupa."
2581,2581,Lah gua yg nangis. ... Mereka nya tegar
2582,2582,"Respect sama mas ded, tetep jadi orang baik terus mas"
2583,2583,Terharu ❤
2584,2584,Terharu lihat om Ded ceritain perkembangan n hari² Nada ke ayahnya
2585,2585,"Tanteku juga ada yang kena tumor otak dan bener2 tubuhnya gabisa dia kendaliin, dia bisa aja tiba2 buang kecil/besar, emosinya bener2 ga stabil, sampe dia kehilangan penglihatannya. Pas di operasi tempurung kepalanya, bener aja itu si tumor mungkin ada 1kg atau segede kepala bayi. Tapi setelah operasi itu sejauh ini kondisi fisiknya alhamdulillah baik, emosi sudah stabil, dia udah bisa kontrol dirinya untuk buang air kecil/besar. Walaupun mungkin kondisi matanya saat ini belum bisa lihat, harus menjalani terapi dan masih cek ke dokter mata. Untuk itu aku ingetin buat kalian agar lebih aware lagi kalo ngerasa pusing terus, yg selalu timbul tiba2. Aku saranin segera cek, khawatir takut ada yang salah dalam kepala kalian. Dan untuk perempuan kalian harus hati2 sama alat kontrasepsi kalian, tanteku ini penyebabnya kata dokter karena dia ikut KB. Bener aja banyak kasus2 yg sama kaya gini, be yourself guys❤"
2586,2586,"Keren sih om beben sama om ded... Ga bisa banyak komen, terbaik lah pokoknya."
2587,2587,"Untung ayahnya Nada om Beben yak, kangen pengen ketemu sama anak tapi malu, ga mau dibayar2in, ketipu duit bantuan puluhan juta juga diem2 aja. Untung ayahnya bukam bom Ag*s S*l*m nanti sedih terus, pengen ketemu anaknya minta dijemputin, minta dibayarin, dikasih akomodasi konsumsi nginep pulang pergi, akhirnya masih minta donasi😂"
2588,2588,"BUKANNYA GUE PERES TAPI OM DEDDY LUAR BIASA MENDIDIK SEMUA ANAK-ANAK NYA ❤ REAL SUPER HERO, TIDAK PERNAH GAGAL MENJADI SEORANG AYAH UNTUK KEDUA ANAKNYA AZKA & NADA ❤"
2589,2589,Masyaalloh bakat seni nya nada dari ayah❤
2590,2590,"intinya Jangan jadikan masalah kita menjadi masalah orang lain, itu prinsip aku juga ... semangaat!"
2591,2591,Terharu
2592,2592,nada dewasa karena keadaan dan deddy family ngasih kesempatan nada untuk gak cuma berkembang dan dewasa tp juga untuk manja
2593,2593,"RESPECT buat om ded mampu mendidik nada ke hal yg lebih positif dan mengembangkan bakatnya, tapi tidak melupakan peran ayah kandungnya yg ikut serta merawat dan mendidik nada."
2594,2594,Genetik nada itu bagus.ayahnya orang bandung banget...baik.masya Allah.selama nonton kok saya nangis ya...
2595,2595,"Alhamdulillah ayah nada skrg tambah sehat ,smoga tambah sht trs bahagia  ma klrga ,begitu jg nada skrg tambah besar ,cantik badannya bgs ,begitu jg papa angkat nada om Dedy sht sll berkah sll"
2596,2596,Ini lhoo yg namanya d bantu tp masih punya moral baik & g mo manfaatin
2597,2597,"Tuhan baik Nada diketemukan dgn om Ded. Semoga sehat semua untuk ayah,papa,nada dan semua keluarga."
2598,2598,"Ternyata penyakit yg di queen of tears itu beneran ada, bukan ada di drama yg karangan itu 😢 bener2 lost ingatan sampe lupa dia dimna smpe kecelakaan."
2599,2599,bukannya harusnya dimulai dr profil ayah nada dlu.. kan bny yg gak tau
2600,2600,"Terimakasih buat semua ....
Obrolan ini membuat merinding .... 
sehat2 selalu buat Om Ded ... Om Ben .. dan Nada ... 
Kalau Nada Nakal .. biar Azka yang atasi hehehhe"
2601,2601,"Terbaik memang pk Ded, ngidupin anak orang... Tinggi derajat mu pk Ded, njir keren tu buat album ayah, papa, ma nadanya... Kita tunggu"
2602,2602,Nangis haru aku huhuhuhu yg nonton ada yg nangis gak sihh
2603,2603,God Bless you nada Jadilah anak mudah yang menjadi Terang dunia ! terus menjadi anak yang takut akan Tuhan. dan memberkati banyak orang
2604,2604,Ni contoh manusia yg tau adab...bagaimana dia punya sikap ke orang yg telah menolongnya dikala terjepit👍👍👍👍...respect orang baik bertemu smaa orang yg baik juga
2605,2605,Nangis haru aku huhuhuhu yg nonton ada yg nangis gak sihh
2606,2606,Seneng lihat nya aku.
2607,2607,Queen - love of my life ❤❤❤
2608,2608,Episode yang paling mengena. Tks orang baik. Semoga kalian diberikan kesehatan dan kebaikan yang melimpah.
2609,2609,"singkat padat ujug ujug, kaget nada nyunda banget"
2610,2610,"Masyaa Allah om ded...
sehat dan panjang umur..."
2611,2611,"Epsd podcast paling nggak kerasa...ehh tiba-tiba ajah udah kelar...
Saking asik ngobrol nya...😊
Sehat terus nada ,papa,ayah...🥰🥰🥰"
2612,2612,baru tau juga kalo om Beben ternyata bassist-nya T-Five. sehat2 selalu om Beben
2613,2613,Mirip bgt nada sama ayahnya..
2614,2614,❤❤❤❤
2615,2615,Respect
2616,2616,Hangat banget inii keluargaaa terharuuw
2617,2617,"Seneng banget ngikutin nada dari awal diangkat om ded sampe sekarang perubahannya sangat signifikan dan baik🤗 bahagia banget nada bisa bertumbuh dan berkembang jadi anak baik banget. Dan apalagi azka udah sesayang itu sama nada 

Lega banget dan bangga nada bisa jadi kaya sekarang🤗

Tetep jaga terus ya nada yang begini sampai dewasa ya nada dan jaga diri yang utama🤗

Bangga banget nada❤
Lopyu pokoknya❤

Ternyata nada mirip bapaknya🤗❤️"
2618,2618,"Aku nangis nontonnya. Nada, takdirmu begitu baik. Dapat ayah dan papa yg luar biasa .terimakasih om ded sudah menerima nada"
2619,2619,That's the Man. Stay strong in crisis circumstances.
2620,2620,"Thebest om ded  .
sehat sllu dan di lancarkan segala urusan,,, 
Aamiin."
2621,2621,mama ku seperti ayahnya nada. sudah operasi di tahun 2019 puji Tuhannya sudah sembuh. dan memang untuk efek operasi sampai sekrang masih tetap kejang dan harus di diami beberapa saat. jadi teringat mama di kampung. sampai sekarang mamaku sehat. cuma efeknya memang seperti itu tiba-tiba kejang.
2622,2622,"Om ded, aku 3 tahun ini lagi nyiptain lagu. Udah total 105 lagu. Yg fiks jadi 31 lagu. Tema lagu kedaerahan, politik, cinta, dan lagu koplo. Cuman terbatas sumberdaya untuk workshop dan kontennya, ga ada modal peralatan 😢barangkali ada yg mau bantu"
2623,2623,"Inilah salah satu manfaat ngejar dunia sehingga jadi kaya,, bisa bantu orang sekitar."
2624,2624,nada bawa hoki buat om dedi asliii
2625,2625,Definisi orang yang tau diri dan tidak ngelunjak mencari keuntungan dari kebaikan orang
2626,2626,Nada anak yg beruntung punya  2 ayah yg hebat'
2627,2627,untung bapanya bukan agus ya
2628,2628,"Sumpah terharu bgt liat nya, salut sama om ded yg bener2 menjaga nada seperti anak sendiri, punya kakak yg bisa menjaga sperti adik sendiri , bahagiaaa teruss"
2629,2629,Mantab lagunya Love of my life 👍🏻👍🏻
2630,2630,"Andai kluarga gue kaya mereka, bisa bahagia 🙂"
2631,2631,Nada semoga selalu dijaga pria2 yg bertanggung jwb di sekelilingnya
2632,2632,Undang Alvin Lim mumpung masih idup
2633,2633,"om ded,,, susah ayah klo harus cerita dulu mau apa atau perlu apa ke om ded... itu tanda org baik... ""TIDAK BISA MINTA MESKIPUN INGIN..."" utk hal ini, om ded yg harus ngerti'in.... ayah nada pribadi yg baik..."
2634,2634,"Kisah Nada yg mana bagian sedih & bagian gembira bener"" berjalan barengan dlm tempoh & waktu yg bersamaan. Kek lg mkan cake ketika lagi radang terongkongan, tp klo gak dimakan bisa merusak diri gituh. Ngerti gak yah maksud ku"
2635,2635,"Nada nyanyi2 tengah malam ganggu org rumah. 
Dulu rosé blackpink juga nyanyi sambil main piano tgh malam ganggu org rumah juga. Di daftarin bokapnya ikut audisi YG. 
Coba om ded kasih ikut audisi YG entertainment juga. Siapa tau lolos jd idol juga 🤣🤣."
2636,2636,Beruntung banget kamu Nada ❤
2637,2637,Om ded bahas anak yang diusir sama ibu tirinya
2638,2638,Gus ini contoh mengedepankan moral Gus tonton Gus renungi Gus GUSAGUSSSSSSSSSSS SEDIHHHHHHHHHHHHH
2639,2639,Aku selaku bapak yg turut serta menjaga anak yg konotasi nya bukan anak sendiri turut merasakan bahwa ini adalah podcast Terkesan dan termenyenangkan buat om Deddy
2640,2640,Nada percis Bokap nya 😊
2641,2641,"Podcast kali ini bikin hati nelangsa, mudah2an ayah nada bisa sembuh 100℅ , bahagia lihat nada punya ayah dan papa yg sayang sama dia"
2642,2642,"Sama kaya ayah aku, dia sakit tumor otak udah stadium 3, mohon doanya ya gaes ayah aku udah gak ada ❤ semoga husnul khotimah"
2643,2643,"Sehat terus ayah nada, tau banget perasaan ayah di disi lain kangen sama nada, tapi senang melihat ayah nada, sedih juga ga bisa memberikan terbaik sama nada"
2644,2644,"Nadaaaa, jadi anak baik ya kamuuuu.. Kamu dikelilingi banyak yang baik dan perhatian sama kamuuu. Ayah, bunda, papa, kak sab, azka.. ❤❤❤"
2645,2645,"Sehat terus ya utk ayah nya Nada dan Om Deddy...
🤲🤲"
2646,2646,Seru banget lihat kerhamonisan keluarga nada
2647,2647,Kalaw agus yg di ankat jadi anaknya dc .masihkah agus sedih agus sedih agus pingin mobil ferari
2648,2648,Nada mirip Ada Wong yah😅
2649,2649,"yang nolong bijaksana bgt, yg di tolong tau terima kasih. duh tentramnya"
2650,2650,❤❤❤
2651,2651,Jadi kangen sama Alm Bapak 😢😢
2652,2652,Sebagai ayah baru nangis gua coii liat ayahnya nada bilang sedih sering kangen pen ktmu anak trus
2653,2653,"panjang umur utk semua laki2 pejuang keluarga,, trmksih atas inspirasinya.. so relate with me, Jkt-Bdg with love.. 👩🏻👩🏻 miss u my princess.."
2654,2654,Suara. Dan tarikan gitarnya oke.. Duet nanda ama ayahnya keren
2655,2655,Strugle dan semangatnya luar biasaa! 🙂
2656,2656,Semoga kita menjadi anak yg berbakti KPD orang tua aaammiiin
2657,2657,Sama² beruntung Om Ded beruntung punya anak Nada. Nada juga beruntung punya papa Om Ded .... kalian hebat
2658,2658,"Baru tau di podcast ini,bhw Nanda anak asuh bang Dedi...
Kirain istrix bang Dedi ..
Sehat selalu semua..."
2659,2659,Kenapa ga pernah undang celozzz om?
2660,2660,"Inilah contoh yg nolong sama yang ditolong sama2 tulus dan pake hati. Yang nolong ikhlas dan senang, yang ditolong juga tau diri dan tanggung jawab dengan keadaannya. Jadi indah banget liatnya, banyak yg ikut senang dan mendoakan.
Semoga semuanya sehat selalu dan makin sukses"
2661,2661,Nah ini orng yg tahu terimaksih. Sehat selalu kalin
2662,2662,"1 BLN temen sklh qu mengalami sakutvjeoala yg luar biasa wkt kerja lalu pingsan, msh bisa pulang k rmh bahkan bisa jemput anak ny pulang sklh, nyampe d rumah mengalami struk .. d bawa  k rmh sakit.. setelah sadar mengalami amnesia yg d ingat hanya istri & anak k 1.. setelah pulang k rmh masih mengalami amnesia sebagian gak tahu bro persen yg d ingat.. wkt AQ besuk dan AQ tanyakan tentang pekerjaan ny ternyata dia lupa.. Krn keterbatasan biaya & yg d kaver BPJS pun gak semua... Semoga ad yg bantu & Allah ngasih yg terbaik buat teman qu 🤲"
2663,2663,Ini definisi ketika dibantu beliau sangat berterimakasih beda sama yang sebelah 😂
2664,2664,"Om sehat2 ya , buat nada juga semoga tambah berprestasi, tambah bersinar"
2665,2665,"Baru 6mnit awal, udah😭😭😭😭, teringat alm bpak yg sdah meninggal sjak SMP🥺🥺"
2666,2666,"Aduh, ini tuh personil T-Five.
Mengantarkan saya masa remaja."
2667,2667,🤗
2668,2668,Aku nonton cengar cengir sendiri masyAllah nada😍😍😍
2669,2669,"Beruntung nada punya 2 ayah baik semua, sayang sama nada"
2670,2670,Laahh kaget sambil ngakak pas lg nyanyi di cepetin 😂😂
2671,2671,ayah nya nada ga aji mumpung ga minta duit lah dll keren cocok bgt nada di angkat anak nya sama mas dedy....sehat selalu ayah nada
2672,2672,"Berarti tugas saya sudah selesai dong, hahahaaaa
Kata mutiara yg bikin senyum😅"
2673,2673,Lelaki memang susah untuk bercerita
2674,2674,Papa jokowi kangen
2675,2675,Nada mirip ayahnya
2676,2676,"Ga bs ngomong banyak... Cm 1 kalimat aja... 
Lo keren Dedd... 👍🏻👍🏻👍🏻👍🏻"
2677,2677,Laki laki benar an tulang punggung keluarga... Terbaik orang orang baik ✌️.
2678,2678,"Senang banget nonton episode kali ini, Inspirasi sekali, mudah2an kita sebagai seorang ayah bisa terus sehat untuk terus bisa mendampingi anak2 kita."
2679,2679,"stay humble Nada...kamu beruntung ditengah orang yg sayang kamu,kamu pasti bisa membanggakan mereka"
2680,2680,2 sosok ayah yg sama2 tulus
2681,2681,Om dedi kayak lebih muda dari papanya nada. Padahal yang sering mau meninggal om deddi
2682,2682,"Ayah dan Papa yg luar biasa,dan aku yatim piatu dr kecil,ibuku mnggal saat aku umur 6 bulan n ayahku mnggal saat aku usia 12 th,smoga ayah n papa nada sehat2 sllu n pnjang umur 😇"
2683,2683,Bapak kandung gw seharusnya jga berterimakasih ke ayah sambung gw karna udh ngehidupin gw dri lahir sampe gw umur 23 nikah. Tapi romannya kaga punya otak emang😂
2684,2684,masyaallah tabarakallah
2685,2685,"Setelah muak dg konten Agus, konten ini membuat penyegaran."
2686,2686,Bapaknya keren n tau diri g mau manfaatin anaknya yg di angkat om ded
2687,2687,Om dedy aku diangkat anak om. Aku anak yatim
2688,2688,"Saya baru tau Nada bukan anak kandungnya Bang Dedy, tapi luar biasa Nada punya 2 ayah yang sangat mencintainya❤"
2689,2689,waw
2690,2690,Nada.. kamu beruntung banget punya 2 sosok ayah yang sayang dan support kamu.. gak semua anak bisa dapat yang seperti ini... semangat Nada.. gapai cita2mu jangan pernah menyerah.. 😭
2691,2691,"Turut berbahagia mas Ded,nada,mas ben ❤"
2692,2692,"Om ded,undang si agus sedih"
2693,2693,"Do'a terbaik buat ayahnya nada semoga kembali sehat sepenuhnya,,buat om deddy sekeluarga sehat selalu dan terus berbuat baik om walau banyak yg fitnah bikin video nada anak asli om deddy hasil ama sabrina lah apa lah..dan gobloknya msh bnyak yg percaya itu hoax."
2694,2694,"tinggal main gitar listrik full effect doang ini yg belum, jari gratakan auto kepake semua 😅"
