,Unnamed: 0.1,Unnamed: 0,comment
2469,2469,2469,omggg 
2470,2470,2470,nangis bahagia lihat ini tanpa merendahkan dan membanggakan diri sendiri sedangkan kita tahuhebat banget om dedi corbuzier
2471,2471,2471,dengerin podcast ini kayak dengerin kehangatan 2 keluarga ngobrol
2472,2472,2472,pak rw koplak elu ya 
2473,2473,2473,nada harus terus bersyukur di keliling org org baik keluarga jadi anak berbakti ya
2474,2474,2474,revand narya om ded  banyak pelajaran buat kaum suami
2475,2475,2475,alhamdulillahhirobbilalamin semoga sehat terus ya pak ben 
2476,2476,2476,2 orang tua yang membahagiakan anak perempuannya salute 
2477,2477,2477,nada cantik banget woii
2478,2478,2478,kayanya nada udah siap bgt nih  dedy keliatan bgt mau orbitin nih anak perasaan di pushh terus dari kemaren2 sukses terus nada
2479,2479,2479,nada mirip sekali dg bang bheben
2480,2480,2480,sedih bnget nada ttp bersyukur yah kamu masih bisa bhagiain orang tua jujur aku dah terlambat sih dah ngga bisa lagi jadi kangen bapakku juga
2481,2481,2481,wooow anugerah tuhan ya mas dedbisa seperti ini saja sdh luar biasa
2482,2482,2482,oh gini ceritanya jadi ayah nada kenal ma om dad karena dulu mikir ko bisa angkat nada jadi anak nya  3418 bener org tua dulu emang ngajarin keras dulu bolos sekolah di iket pake tambang sekujur badan di taro di luar rumah mlm2 pintu di kuncidan gede nya nurut
2483,2483,2483,terharu liat ny
2484,2484,2484,semoga zehat selalu semuanya aamiin
2485,2485,2485,dua laki laki yang tau apa yang harus mereka lakukan 
2486,2486,2486,anak adalah titipan tuhan siapapun yg melahirkan belum tentu dititipi bisa saja dititipkan sama orang yg tdk melahirkannya krn anak itu titipan
2487,2487,2487,saya pikir deddy corbuzier sengaja bikin ini di saat ada kisruh tentang orang terjepit meminta donasi bagaimana itu moral adab dan bagaimana sikap anda jika di beri bantuan dan itulah yang podcast ajarankan kali ini si bheben juga mengajarkan bahwa manusia tidak patut mempunyai mental pengemis saya juga salut ketika dia ketipu 23 juta dan dia cuman diem karena itu merasa masalah dia bukan masalah orang lain walaupun kita tahu jika ia lapor dedy corbuzier deddy pasti ngejar orang itu penipu dengan privillege yang di miliki dedy corvuzier
2488,2488,2488,seharusnya memang seorang ayah adalah cinta pertama bagi anak perempuannya
2489,2489,2489,nada beruntung punya dua ayah yg bijak punya kakak yg sll jga nada
2490,2490,2490,sehat yaa orang baik semoga jd anak sholeha nada dijagain orang terdekat dg berbagai bakat dan full kasih sayang 
2491,2491,2491,
2492,2492,2492,agus jangan liat ini
2493,2493,2493,liatnya sambil senyumsenyum
2494,2494,2494,epic banget pas om ded ikut nyanyi love of my life thank you so much
2495,2495,2495,ayah nada sekarang sudah kelihatan segar dan gemukdulu kurus banget semoga selalu sehat walafiat dan semua penyakitnya segera di angkat amin
2496,2496,2496,luar biasa om dedy
2497,2497,2497,seneng liat bondingnya nada dengan papa dan ayahnya yg touching banget 
2498,2498,2498,buat acara nada duet sama ayahnya om ded biar dapet cemestry buat ayah beben
2499,2499,2499,nada cakep banget woeeeeeeee
2500,2500,2500,ini obrolan happy tapi knp aku ngerasa nyesek terharu gt yaa  hihi seneng banget liat kalian sehat selalu
2501,2501,2501,masih tanya kenapa ayah duduk di teras kalo malem sendirian sambil bengong kenapa 
2502,2502,2502,baca judul aja udah nangis 
2503,2503,2503,nada mirip bgt ma ayah ny
2504,2504,2504,orang baik ketemu orang baikom ded  pingin menolong ayah nadaayah nada  segan menyusahi orang lain
2505,2505,2505,indahnya kebersamaansemangat nada happy selalu sehat2 buat daddynya nada jg klrga nada smuamakasih master ded
2506,2506,2506,lohbeliau tfive
2507,2507,2507,nada makin luchuuuuuu
2508,2508,2508,podcast nya banyak ketawa nya tapi kok aku malah keluar air mata ini yasehat selalu mas dedy corbuzier definisi memberi kebaikan di orang yang tepat sukses buat nada gadis pintar  baik hati ayah nada semoga sehat selalu  aaamiin 
2509,2509,2509,beruntungnya nada dikelilingi banyak security
2510,2510,2510,ayah nada orangnya gk enakan tau diri gk suka nyusahin orang mantapp bangettt pantes nada mannernya baguss pol
2511,2511,2511,ya ini yang seharusnya kwkw kalo di bantu itu punya rasa gaenakan beda sama agus 
2512,2512,2512,om kayaknya ada yg salah sama mixer sound nya deh soalnya ada bunyi yg gak nyaman didenger
2513,2513,2513,kereennnnnn kedua org tua yg hebat  sy melihat dari sisi laki2 om dedy dan ayah nada  keren
2514,2514,2514,syukur banget punya 2 ayah ama ada abg
2515,2515,2515,how lucky u are nada  jaga diri baik yaabtw pinjem bokapnya 1 boleh ga   gw 21 tahun yatim kangen banget bokap hmmmm
2516,2516,2516,nada sayang bgt sm ayah nya  saking sayang nya nada sll worry ketika ayah nya pergih kemana mana  sehat sll ayah nada  sehat sll jg bapak ku 
2517,2517,2517,guyss serius nanya di umur 24 gini kalok mau ngelanjutin cita cita olahraga caranya gimana ya apakah kita harus ikut club atau gimana mohon pencerahannya sapa tau ada yang bisa ngasih pencerahan karna saya bukan dari keluarga berada makasih yang udah bantu jawab yaa
2518,2518,2518,kok gini sihhhpadahal cuman ngobrol biasatapi kok
2519,2519,2519,kan bisa di jaga sama ibuknya
2520,2520,2520,i love deddy comb
2521,2521,2521,keren  sehat semua 
2522,2522,2522,nadaayah dan papa nya semua orang baikyang dibantu tahu diriyang membantu juga tidak merendahkannada anak yang berbakti pada orang tua baik kandung maupun angkatkeren
2523,2523,2523,kek nya seru nih kalo mas beben di ajak ke podhub sama nada  azkabisa kali
2524,2524,2524,band tfive masih ada gk sihpas q masih bocah dulu
2525,2525,2525,ini kok mengandung bawang yaa 
2526,2526,2526,beben t five anak artis kah nada
2527,2527,2527,nada disayang dan diprotect dgn 3 lakilaki
2528,2528,2528,ayah yang kerennada beruntung ada di lingkungan orangorang baik
2529,2529,2529,wkwkwk masak sekarang salah om semalem anakku baru dikurung d kmar mandi wkwkw  anak 2 pernah merasakan semua wkwk
2530,2530,2530,jadi inget drama nya ksh dan kjw queen of tears ga sihhh ges semoga ayah nada bisa sembuh juga kayak yg ada di drama yahhhhh wkwkk
2531,2531,2531,selamat hari disabilitas internasional 
2532,2532,2532,aku merasa ada air mata yg tertahan
2533,2533,2533, kok terharu ya beruntung nadaa banyak yg sayang kamuu 
2534,2534,2534,sumpah enak banget jadi nada bukan karena di angkat sama bang dedy yang kaya raya tapi kebanyakan orang tua angkat itu tidak mau memberitahukan siapa orang tua kandung yang sebenarnya dan juga bahkan tidak mengizinkan bertemu dengan orang tua kandung beginilah seharusnya orang tua angkat yang bener seperti bang dedy ini karena mengangkat anak bukan berarti memisahkan sang anak dengan orang tua kandung nya dan asal usul diri nya yang sebenarnya salut bang untuk bang dedy 
2535,2535,2535,nada mirip sama ka sab yaa makin lama krn sering bareng kali yaaa
2536,2536,2536,nada sama ayahnya mirip bnget bapaknya hebat sih nga mau jd benalu nga manfaatin sakitnya untuk belas kasihan orang lain untuk ayahnya nada nga masalah kasi kesempatan orang lain membantu biar orang lain jg punya kesempatan untuk mencari pahala untuk membantu orang lain apa lagi anak ke ayahnya 
2537,2537,2537,antara tau diridan tidak tau diri agus sih sedih
2538,2538,2538,malaikat yg terlihat nyatadi bumi
2539,2539,2539,mas dedy bagus banget cara mendidik nada dan aska hebat ngejagain adiknya salut ak
2540,2540,2540,ada vidi pecah sihh inisehat sehat semua amin
2541,2541,2541,siapa yg naro wawa di sini  syedihhh
2542,2542,2542,ya allah kemana hamba harus mengadu lagi hamba capee ya allahhamba takut ya allah
2543,2543,2543,akan kah nada dijodohkan sama aska
2544,2544,2544,alhmdulilah suka bngt dng klrga nya nada tau diri dn trimksh dng omdedi dn salut bngt dng aska dn ka sbrinah  
2545,2545,2545,2 orng tua yg keren
2546,2546,2546,akhir nya sy tau 
2547,2547,2547,gini yang aq tunggunext mama ee om ded dong
2548,2548,2548,bangga dan terharu lihat nada diantara ayah dan papa dua orang hebat yg sama2 menyayangi nada
2549,2549,2549,kok aku nangis ya liat podcast ini
2550,2550,2550,ni podcast kurang ajar bikin aku nangis ga berhentii 
2551,2551,2551,om ded gmn tanggepannya terhadap gus yg bilang gobk tukang aires teh om
2552,2552,2552,ga semua anak seberuntung nada makanya nada harus sngat bersyukur
2553,2553,2553,putihhh bgt nada
2554,2554,2554,saya turut bahagiamlihat om dednada dan ayahnya tersenyum bahagiaberkumpul dlm suasana yg hangat dan penuh sukacitajujur saya mlihat perhatian kasih sayang yg besar om dedy kpd nadadan sy msh ingatsaat nada tampil bersama ibunyadi acaranya hitamputih om deddi situlah nada kmdn di ambil dan di asuh oleh om dedhingga susia sekarang
2555,2555,2555,om ded the bestudah itu aja
2556,2556,2556,om ded lucu bangat waktu nyayi
2557,2557,2557,luckly you nadaketemu dg om dedy yg bisa support dan di fasilitasi di kehidupan dan pendidikannya hingga bisa dititik inisehat terus om bentp kasian juga jadi kangen2an sama anaknya sendiri
2558,2558,2558,hadir om dedy dari jambi
2559,2559,2559,konten  bareng mutant mana nih
2560,2560,2560,semangat trus om dedy ngonten nya
2561,2561,2561,duh sedih
2562,2562,2562,yang bantu bijaksana yang dibantu tahu diri klop kebaikan
2563,2563,2563,berarti nadanya harus lebih peka  di jatah tiap bulan buat bantu ayah ayah mu hebat sejauh ini berhasil melawati semuanya tanpa meminta bantuan
2564,2564,2564,masyaallah aku terharu bgt
2565,2565,2565,bahagianya sampai sini
2566,2566,2566,mbak nada paket lengkap kalo punya ayah  papa saling ngisidan pastinya doa seorang ibu juga selalu mengiringi tujuan kita
2567,2567,2567,malu karena bang dedy terlalu baik sehingga ayah nya nada sungkan bnget
2568,2568,2568,nada harus bersyukur ada dua ayah dan dua bunda dan kakak  yg selalu siap menjaga mu
2569,2569,2569,membawa kebahagian nontonnya terima kasih
2570,2570,2570,baru tau nada anak kandungnya salah satu personil t fivesehat slalu om bheben
2571,2571,2571,udah dibalikin berarti si nada
2572,2572,2572,smga ayah nada makin sehatseneng liat keakraban mereka
2573,2573,2573,apa lagu tfive yang paling kalian suka
2574,2574,2574,terima kasih om ded aku yakin banyak orang didunia ini seperti om ded tontonan ini sangat menyentuh hati semoga allah membalas kebaikan mu
2575,2575,2575,yang bawain acara ketawa2 kok air mata ku tiba2 ngalir sendiri dalem banget rasanya dalam hati rasa cinta ke 2 orang ini ke nada
2576,2576,2576,semoga ayah nya nada diberikan kesembuhan ayah yg luar biasanada anak yg beruntung karena punya ayah dan papa yg hebat
2577,2577,2577,ayah nya nada tinggal sama nada aja bareng om dedi
2578,2578,2578,so sweet banget kalian ber 3 
2579,2579,2579,seperti aku waktu tahun 2016 suami fiponis dokter tumor waktu itu aku baru melahirkan dengan secara cesar dan coba kalian banyangin baru lahir an suami divonis tumor alhamdulillah sampai detik ini suamiku sehat walafiat sekarang aku divonis dokter ginjal hipertensi aku minta doanya ya dari kalian semoga aku kuat untuk menjalani ujian dan masih diberi kes mpatan untuk mengurus keluarga kecil ku dan masih bisa mengurus kedua anakku
2580,2580,2580,penyakit ayah nada sama dengan penyakit suami saya dia kena tumor otak di oprasi tp cuma bisa 80 di ambil sisa nya 20 kalau semua di ambil mungkin akan fatal jadi saya faham betul jika suka ingat ingat lupa
2581,2581,2581,lah gua yg nangis  mereka nya tegar
2582,2582,2582,respect sama mas ded tetep jadi orang baik terus mas
2583,2583,2583,terharu 
2584,2584,2584,terharu lihat om ded ceritain perkembangan n hari nada ke ayahnya
2585,2585,2585,tanteku juga ada yang kena tumor otak dan bener2 tubuhnya gabisa dia kendaliin dia bisa aja tiba2 buang kecilbesar emosinya bener2 ga stabil sampe dia kehilangan penglihatannya pas di operasi tempurung kepalanya bener aja itu si tumor mungkin ada 1kg atau segede kepala bayi tapi setelah operasi itu sejauh ini kondisi fisiknya alhamdulillah baik emosi sudah stabil dia udah bisa kontrol dirinya untuk buang air kecilbesar walaupun mungkin kondisi matanya saat ini belum bisa lihat harus menjalani terapi dan masih cek ke dokter mata untuk itu aku ingetin buat kalian agar lebih aware lagi kalo ngerasa pusing terus yg selalu timbul tiba2 aku saranin segera cek khawatir takut ada yang salah dalam kepala kalian dan untuk perempuan kalian harus hati2 sama alat kontrasepsi kalian tanteku ini penyebabnya kata dokter karena dia ikut kb bener aja banyak kasus2 yg sama kaya gini be yourself guys
2586,2586,2586,keren sih om beben sama om ded ga bisa banyak komen terbaik lah pokoknya
2587,2587,2587,untung ayahnya nada om beben yak kangen pengen ketemu sama anak tapi malu ga mau dibayar2in ketipu duit bantuan puluhan juta juga diem2 aja untung ayahnya bukam bom ags slm nanti sedih terus pengen ketemu anaknya minta dijemputin minta dibayarin dikasih akomodasi konsumsi nginep pulang pergi akhirnya masih minta donasi
2588,2588,2588,bukannya gue peres tapi om deddy luar biasa mendidik semua anakanak nya  real super hero tidak pernah gagal menjadi seorang ayah untuk kedua anaknya azka  nada 
2589,2589,2589,masyaalloh bakat seni nya nada dari ayah
2590,2590,2590,intinya jangan jadikan masalah kita menjadi masalah orang lain itu prinsip aku juga  semangaat
2591,2591,2591,terharu
2592,2592,2592,nada dewasa karena keadaan dan deddy family ngasih kesempatan nada untuk gak cuma berkembang dan dewasa tp juga untuk manja
2593,2593,2593,respect buat om ded mampu mendidik nada ke hal yg lebih positif dan mengembangkan bakatnya tapi tidak melupakan peran ayah kandungnya yg ikut serta merawat dan mendidik nada
2594,2594,2594,genetik nada itu bagusayahnya orang bandung bangetbaikmasya allahselama nonton kok saya nangis ya
2595,2595,2595,alhamdulillah ayah nada skrg tambah sehat smoga tambah sht trs bahagia  ma klrga begitu jg nada skrg tambah besar cantik badannya bgs begitu jg papa angkat nada om dedy sht sll berkah sll
2596,2596,2596,ini lhoo yg namanya d bantu tp masih punya moral baik  g mo manfaatin
2597,2597,2597,tuhan baik nada diketemukan dgn om ded semoga sehat semua untuk ayahpapanada dan semua keluarga
2598,2598,2598,ternyata penyakit yg di queen of tears itu beneran ada bukan ada di drama yg karangan itu  bener2 lost ingatan sampe lupa dia dimna smpe kecelakaan
2599,2599,2599,bukannya harusnya dimulai dr profil ayah nada dlu kan bny yg gak tau
2600,2600,2600,terimakasih buat semua obrolan ini membuat merinding  sehat2 selalu buat om ded  om ben  dan nada  kalau nada nakal  biar azka yang atasi hehehhe
2601,2601,2601,terbaik memang pk ded ngidupin anak orang tinggi derajat mu pk ded njir keren tu buat album ayah papa ma nadanya kita tunggu
2602,2602,2602,nangis haru aku huhuhuhu yg nonton ada yg nangis gak sihh
2603,2603,2603,god bless you nada jadilah anak mudah yang menjadi terang dunia  terus menjadi anak yang takut akan tuhan dan memberkati banyak orang
2604,2604,2604,ni contoh manusia yg tau adabbagaimana dia punya sikap ke orang yg telah menolongnya dikala terjepitrespect orang baik bertemu smaa orang yg baik juga
2605,2605,2605,nangis haru aku huhuhuhu yg nonton ada yg nangis gak sihh
2606,2606,2606,seneng lihat nya aku
2607,2607,2607,queen  love of my life 
2608,2608,2608,episode yang paling mengena tks orang baik semoga kalian diberikan kesehatan dan kebaikan yang melimpah
2609,2609,2609,singkat padat ujug ujug kaget nada nyunda banget
2610,2610,2610,masyaa allah om dedsehat dan panjang umur
2611,2611,2611,epsd podcast paling nggak kerasaehh tibatiba ajah udah kelarsaking asik ngobrol nyasehat terus nada papaayah
2612,2612,2612,baru tau juga kalo om beben ternyata bassistnya tfive sehat2 selalu om beben
2613,2613,2613,mirip bgt nada sama ayahnya
2614,2614,2614,
2615,2615,2615,respect
2616,2616,2616,hangat banget inii keluargaaa terharuuw
2617,2617,2617,seneng banget ngikutin nada dari awal diangkat om ded sampe sekarang perubahannya sangat signifikan dan baik bahagia banget nada bisa bertumbuh dan berkembang jadi anak baik banget dan apalagi azka udah sesayang itu sama nada lega banget dan bangga nada bisa jadi kaya sekarangtetep jaga terus ya nada yang begini sampai dewasa ya nada dan jaga diri yang utamabangga banget nadalopyu pokoknyaternyata nada mirip bapaknya
2618,2618,2618,aku nangis nontonnya nada takdirmu begitu baik dapat ayah dan papa yg luar biasa terimakasih om ded sudah menerima nada
2619,2619,2619,thats the man stay strong in crisis circumstances
2620,2620,2620,thebest om ded  sehat sllu dan di lancarkan segala urusan aamiin
2621,2621,2621,mama ku seperti ayahnya nada sudah operasi di tahun 2019 puji tuhannya sudah sembuh dan memang untuk efek operasi sampai sekrang masih tetap kejang dan harus di diami beberapa saat jadi teringat mama di kampung sampai sekarang mamaku sehat cuma efeknya memang seperti itu tibatiba kejang
2622,2622,2622,om ded aku 3 tahun ini lagi nyiptain lagu udah total 105 lagu yg fiks jadi 31 lagu tema lagu kedaerahan politik cinta dan lagu koplo cuman terbatas sumberdaya untuk workshop dan kontennya ga ada modal peralatan barangkali ada yg mau bantu
2623,2623,2623,inilah salah satu manfaat ngejar dunia sehingga jadi kaya bisa bantu orang sekitar
2624,2624,2624,nada bawa hoki buat om dedi asliii
2625,2625,2625,definisi orang yang tau diri dan tidak ngelunjak mencari keuntungan dari kebaikan orang
2626,2626,2626,nada anak yg beruntung punya  2 ayah yg hebat
2627,2627,2627,untung bapanya bukan agus ya
2628,2628,2628,sumpah terharu bgt liat nya salut sama om ded yg bener2 menjaga nada seperti anak sendiri punya kakak yg bisa menjaga sperti adik sendiri  bahagiaaa teruss
2629,2629,2629,mantab lagunya love of my life 
2630,2630,2630,andai kluarga gue kaya mereka bisa bahagia 
2631,2631,2631,nada semoga selalu dijaga pria2 yg bertanggung jwb di sekelilingnya
2632,2632,2632,undang alvin lim mumpung masih idup
2633,2633,2633,om ded susah ayah klo harus cerita dulu mau apa atau perlu apa ke om ded itu tanda org baik tidak bisa minta meskipun ingin utk hal ini om ded yg harus ngertiin ayah nada pribadi yg baik
2634,2634,2634,kisah nada yg mana bagian sedih  bagian gembira bener berjalan barengan dlm tempoh  waktu yg bersamaan kek lg mkan cake ketika lagi radang terongkongan tp klo gak dimakan bisa merusak diri gituh ngerti gak yah maksud ku
2635,2635,2635,nada nyanyi2 tengah malam ganggu org rumah dulu ros blackpink juga nyanyi sambil main piano tgh malam ganggu org rumah juga di daftarin bokapnya ikut audisi yg coba om ded kasih ikut audisi yg entertainment juga siapa tau lolos jd idol juga 
2636,2636,2636,beruntung banget kamu nada 
2637,2637,2637,om ded bahas anak yang diusir sama ibu tirinya
2638,2638,2638,gus ini contoh mengedepankan moral gus tonton gus renungi gus gusagusssssssssss sedihhhhhhhhhhhhh
2639,2639,2639,aku selaku bapak yg turut serta menjaga anak yg konotasi nya bukan anak sendiri turut merasakan bahwa ini adalah podcast terkesan dan termenyenangkan buat om deddy
2640,2640,2640,nada percis bokap nya 
2641,2641,2641,podcast kali ini bikin hati nelangsa mudah2an ayah nada bisa sembuh 100  bahagia lihat nada punya ayah dan papa yg sayang sama dia
2642,2642,2642,sama kaya ayah aku dia sakit tumor otak udah stadium 3 mohon doanya ya gaes ayah aku udah gak ada  semoga husnul khotimah
2643,2643,2643,sehat terus ayah nada tau banget perasaan ayah di disi lain kangen sama nada tapi senang melihat ayah nada sedih juga ga bisa memberikan terbaik sama nada
2644,2644,2644,nadaaaa jadi anak baik ya kamuuuu kamu dikelilingi banyak yang baik dan perhatian sama kamuuu ayah bunda papa kak sab azka 
2645,2645,2645,sehat terus ya utk ayah nya nada dan om deddy
2646,2646,2646,seru banget lihat kerhamonisan keluarga nada
2647,2647,2647,kalaw agus yg di ankat jadi anaknya dc masihkah agus sedih agus sedih agus pingin mobil ferari
2648,2648,2648,nada mirip ada wong yah
2649,2649,2649,yang nolong bijaksana bgt yg di tolong tau terima kasih duh tentramnya
2650,2650,2650,
2651,2651,2651,jadi kangen sama alm bapak 
2652,2652,2652,sebagai ayah baru nangis gua coii liat ayahnya nada bilang sedih sering kangen pen ktmu anak trus
2653,2653,2653,panjang umur utk semua laki2 pejuang keluarga trmksih atas inspirasinya so relate with me jktbdg with love  miss u my princess
2654,2654,2654,suara dan tarikan gitarnya oke duet nanda ama ayahnya keren
2655,2655,2655,strugle dan semangatnya luar biasaa 
2656,2656,2656,semoga kita menjadi anak yg berbakti kpd orang tua aaammiiin
2657,2657,2657,sama beruntung om ded beruntung punya anak nada nada juga beruntung punya papa om ded  kalian hebat
2658,2658,2658,baru tau di podcast inibhw nanda anak asuh bang dedikirain istrix bang dedi sehat selalu semua
2659,2659,2659,kenapa ga pernah undang celozzz om
2660,2660,2660,inilah contoh yg nolong sama yang ditolong sama2 tulus dan pake hati yang nolong ikhlas dan senang yang ditolong juga tau diri dan tanggung jawab dengan keadaannya jadi indah banget liatnya banyak yg ikut senang dan mendoakansemoga semuanya sehat selalu dan makin sukses
2661,2661,2661,nah ini orng yg tahu terimaksih sehat selalu kalin
2662,2662,2662,1 bln temen sklh qu mengalami sakutvjeoala yg luar biasa wkt kerja lalu pingsan msh bisa pulang k rmh bahkan bisa jemput anak ny pulang sklh nyampe d rumah mengalami struk  d bawa  k rmh sakit setelah sadar mengalami amnesia yg d ingat hanya istri  anak k 1 setelah pulang k rmh masih mengalami amnesia sebagian gak tahu bro persen yg d ingat wkt aq besuk dan aq tanyakan tentang pekerjaan ny ternyata dia lupa krn keterbatasan biaya  yg d kaver bpjs pun gak semua semoga ad yg bantu  allah ngasih yg terbaik buat teman qu 
2663,2663,2663,ini definisi ketika dibantu beliau sangat berterimakasih beda sama yang sebelah 
2664,2664,2664,om sehat2 ya  buat nada juga semoga tambah berprestasi tambah bersinar
2665,2665,2665,baru 6mnit awal udah teringat alm bpak yg sdah meninggal sjak smp
2666,2666,2666,aduh ini tuh personil tfivemengantarkan saya masa remaja
2667,2667,2667,
2668,2668,2668,aku nonton cengar cengir sendiri masyallah nada
2669,2669,2669,beruntung nada punya 2 ayah baik semua sayang sama nada
2670,2670,2670,laahh kaget sambil ngakak pas lg nyanyi di cepetin 
2671,2671,2671,ayah nya nada ga aji mumpung ga minta duit lah dll keren cocok bgt nada di angkat anak nya sama mas dedysehat selalu ayah nada
2672,2672,2672,berarti tugas saya sudah selesai dong hahahaaaakata mutiara yg bikin senyum
2673,2673,2673,lelaki memang susah untuk bercerita
2674,2674,2674,papa jokowi kangen
2675,2675,2675,nada mirip ayahnya
2676,2676,2676,ga bs ngomong banyak cm 1 kalimat aja lo keren dedd 
2677,2677,2677,laki laki benar an tulang punggung keluarga terbaik orang orang baik 
2678,2678,2678,senang banget nonton episode kali ini inspirasi sekali mudah2an kita sebagai seorang ayah bisa terus sehat untuk terus bisa mendampingi anak2 kita
2679,2679,2679,stay humble nadakamu beruntung ditengah orang yg sayang kamukamu pasti bisa membanggakan mereka
2680,2680,2680,2 sosok ayah yg sama2 tulus
2681,2681,2681,om dedi kayak lebih muda dari papanya nada padahal yang sering mau meninggal om deddi
2682,2682,2682,ayah dan papa yg luar biasadan aku yatim piatu dr kecilibuku mnggal saat aku umur 6 bulan n ayahku mnggal saat aku usia 12 thsmoga ayah n papa nada sehat2 sllu n pnjang umur 
2683,2683,2683,bapak kandung gw seharusnya jga berterimakasih ke ayah sambung gw karna udh ngehidupin gw dri lahir sampe gw umur 23 nikah tapi romannya kaga punya otak emang
2684,2684,2684,masyaallah tabarakallah
2685,2685,2685,setelah muak dg konten agus konten ini membuat penyegaran
2686,2686,2686,bapaknya keren n tau diri g mau manfaatin anaknya yg di angkat om ded
2687,2687,2687,om dedy aku diangkat anak om aku anak yatim
2688,2688,2688,saya baru tau nada bukan anak kandungnya bang dedy tapi luar biasa nada punya 2 ayah yang sangat mencintainya
2689,2689,2689,waw
2690,2690,2690,nada kamu beruntung banget punya 2 sosok ayah yang sayang dan support kamu gak semua anak bisa dapat yang seperti ini semangat nada gapai cita2mu jangan pernah menyerah 
2691,2691,2691,turut berbahagia mas dednadamas ben 
2692,2692,2692,om dedundang si agus sedih
2693,2693,2693,doa terbaik buat ayahnya nada semoga kembali sehat sepenuhnyabuat om deddy sekeluarga sehat selalu dan terus berbuat baik om walau banyak yg fitnah bikin video nada anak asli om deddy hasil ama sabrina lah apa lahdan gobloknya msh bnyak yg percaya itu hoax
2694,2694,2694,tinggal main gitar listrik full effect doang ini yg belum jari gratakan auto kepake semua 
2695,2695,2695,padahal gw belum nonton videonya baru liat tumbnail uda ngembang aja neh mata soalnya kebayang obrolanya pasti mengandung bawang siapin mental dah buat bahan renungan sbelum tidur
2696,2696,2696,beruntungnya nada punya 2 papa ayah
2697,2697,2697,brati nada yg harusnya nyempetin seminggu sekali ke bandung samperin ayahnya atau sempet ngomong kangen ke ayah biar ayah ga capek2 kepikiran dan perjalanan jauh ke bandung
2698,2698,2698,maaf dalam hatiku  ada doa azka nada jodoh
2699,2699,2699,mz ben orangx sungkanan respect bgt
2700,2700,2700,thanks om ded i think this is the best your show
2701,2701,2701,mirip banget sama ayahnya 
2702,2702,2702,
2703,2703,2703,sukaaaa bangetttt mantenginnnyaaaa  sehatt  slaluu 
2704,2704,2704,ini hangat
2705,2705,2705,beben ini basisnya tfive kan ya
2706,2706,2706,rindu ayah
2707,2707,2707,enak banget liat obrolan bgtu santai
2708,2708,2708,seneng bgt obrolan ini
2709,2709,2709,ww ayahnya nada mirip sangat sama nada 
2710,2710,2710,
2711,2711,2711,4001 mickey mouse berantem
2712,2712,2712,aku kira nada anak nya kak sabrina
2713,2713,2713,aaaa mellow bangett
2714,2714,2714,mending liat ini dari pada liat berita agus
2715,2715,2715,pantas kepala om deddy makin besar atas nya karena nada nyanyi2 jam 11 malam kencang
2716,2716,2716,aaahhhh ikut bahagia liat podcast kali ini orang2 baik berkumpul 
2717,2717,2717,omdedi sehat selalu panjang umur terima kasih banyak om dediterima kasih banyaksudah menjadi papah the best dan atas kebaikannya
2718,2718,2718,gw ngerti perasaan ayah kandung nada kenapa gak mau dibantu kayak gw aja minta tolong sama orang tua beratnya kayak beban seumur hidup apalagi sama kenalan biasa
2719,2719,2719,masyaallah
2720,2720,2720,om tolong bahas cam mana orang tidak punya 2 tangan memperkaos mahasiswi tanpa dibantu
2721,2721,2721,nada beruntung bgt dikelilingi org2 baik 
2722,2722,2722,padahal gak sampai 1 jam durasinya tapi terasa lamaaaaaaa banget mengikuti obrolan mereka seakan akan ikut dalam kehidupan mereka sehat selalu kalian 
2723,2723,2723,saya kok jadi nangis yaa
2724,2724,2724,its family time
2725,2725,2725,
2726,2726,2726,dua orang tua keren
2727,2727,2727,itu bukan bang obing
2728,2729,2729,sehat selalu untuk semuamas deddymas bhebennada
2729,2730,2730,doakan juga ya gaes papanya kakek ku tenang di sisi tuhan yang maha esa
2730,2731,2731,enak bgt denger podcast ini ademm rasanya
2731,2732,2732,keren campur aduk rasanya nonton podcast haru senang campur bangga sama om ded dan ayah nada
2732,2733,2733,nada punya ayah yg hebat dan papa yg luar biasa
2733,2734,2734,masyaallah 
2734,2735,2735,akhirnya gigi nada dirapikan ya apa ada cerita kenapa nunggu besar baru dirapikan
2735,2736,2736,mulai menit k 1500 nangis  aq bisa ngrasain betapa sayangnya ben k nada  untung d jagain keluarga besar dc yg super baik bgt akhirnya ben merelakan demi masa depan putrinya 
2736,2737,2737,dua orang ayah nada adalah sosok ayah yang hebat nada harus jadi anak hebat 
2737,2738,2738,adem banget dgr obrolan mereka 
2738,2739,2739,gue netesin air mata ketika nyanyiin lagu love of my life 
2739,2740,2740,22 nya ayah nada kok
2740,2741,2741,bheben sediiiiiihhh
2741,2742,2742,love bangett belajar banyak banget w dari eps ini ahhh 
2742,2743,2743,aku iri sama episode ini abah ku uda meninggal jadi ga bisa ngobrol bareng lagi
2743,2744,2744,cowok mau deketin nada mikir 5x lipet mikir ngadepin azka dedi corbuzier sabrina beben dan bundanya
2744,2745,2745,harusnya ke pod hub jadi penasaran expresi vidi ketemu ayah nada 
